"","id","Primary.Source","Purpose.of.Event","Subpurpose.of.Event","Year","Standardized.Spelling.Location","Spelling.First.Name.as.found.in.document","Birth.Year","Age.at.Event","Physical.Description","Skill.1","Owner","Mother"
"1",661,"Negroes Belonging to George Washington in his own Right and by Marriage, June 1799","Census","",1799,"Muddy Hole","Lucy",1788,11,"Child","","George Washington","Peg A"
